num_qubits,N,sqrt_N,target_position,target_index,trial,classical_queries,grover_queries,grover_iterations,grover_success_prob,grover_correct,speedup,timestamp
4,16,4,middle,8,1,9,3,3,0.967,1,3.0,2025-11-20T00:32:05.980639
4,16,4,middle,8,2,9,3,3,0.947,1,3.0,2025-11-20T00:32:05.982969
4,16,4,middle,8,3,9,3,3,0.963,1,3.0,2025-11-20T00:32:05.985027
4,16,4,middle,8,4,9,3,3,0.949,1,3.0,2025-11-20T00:32:05.986932
4,16,4,middle,8,5,9,3,3,0.967,1,3.0,2025-11-20T00:32:05.988944
4,16,4,middle,8,6,9,3,3,0.957,1,3.0,2025-11-20T00:32:05.990861
4,16,4,middle,8,7,9,3,3,0.949,1,3.0,2025-11-20T00:32:05.992669
4,16,4,middle,8,8,9,3,3,0.962,1,3.0,2025-11-20T00:32:05.994791
4,16,4,middle,8,9,9,3,3,0.971,1,3.0,2025-11-20T00:32:05.996604
4,16,4,middle,8,10,9,3,3,0.964,1,3.0,2025-11-20T00:32:05.998474
4,16,4,end,15,1,16,3,3,0.969,1,5.333333333333333,2025-11-20T00:32:06.000389
4,16,4,end,15,2,16,3,3,0.951,1,5.333333333333333,2025-11-20T00:32:06.002195
4,16,4,end,15,3,16,3,3,0.964,1,5.333333333333333,2025-11-20T00:32:06.003858
4,16,4,end,15,4,16,3,3,0.953,1,5.333333333333333,2025-11-20T00:32:06.005553
4,16,4,end,15,5,16,3,3,0.959,1,5.333333333333333,2025-11-20T00:32:06.007289
4,16,4,end,15,6,16,3,3,0.963,1,5.333333333333333,2025-11-20T00:32:06.008926
4,16,4,end,15,7,16,3,3,0.968,1,5.333333333333333,2025-11-20T00:32:06.011134
4,16,4,end,15,8,16,3,3,0.961,1,5.333333333333333,2025-11-20T00:32:06.013075
4,16,4,end,15,9,16,3,3,0.955,1,5.333333333333333,2025-11-20T00:32:06.014786
4,16,4,end,15,10,16,3,3,0.965,1,5.333333333333333,2025-11-20T00:32:06.016473
5,32,5,middle,16,1,17,4,4,1.0,1,4.25,2025-11-20T00:32:06.023279
5,32,5,middle,16,2,17,4,4,1.0,1,4.25,2025-11-20T00:32:06.025645
5,32,5,middle,16,3,17,4,4,0.998,1,4.25,2025-11-20T00:32:06.028490
5,32,5,middle,16,4,17,4,4,1.0,1,4.25,2025-11-20T00:32:06.030818
5,32,5,middle,16,5,17,4,4,0.997,1,4.25,2025-11-20T00:32:06.033115
5,32,5,middle,16,6,17,4,4,1.0,1,4.25,2025-11-20T00:32:06.035499
5,32,5,middle,16,7,17,4,4,0.998,1,4.25,2025-11-20T00:32:06.037834
5,32,5,middle,16,8,17,4,4,1.0,1,4.25,2025-11-20T00:32:06.040139
5,32,5,middle,16,9,17,4,4,0.999,1,4.25,2025-11-20T00:32:06.042527
5,32,5,middle,16,10,17,4,4,0.999,1,4.25,2025-11-20T00:32:06.045044
5,32,5,end,31,1,32,4,4,0.998,1,8.0,2025-11-20T00:32:06.047762
5,32,5,end,31,2,32,4,4,0.999,1,8.0,2025-11-20T00:32:06.049883
5,32,5,end,31,3,32,4,4,1.0,1,8.0,2025-11-20T00:32:06.052174
5,32,5,end,31,4,32,4,4,0.998,1,8.0,2025-11-20T00:32:06.054448
5,32,5,end,31,5,32,4,4,0.999,1,8.0,2025-11-20T00:32:06.068260
5,32,5,end,31,6,32,4,4,0.999,1,8.0,2025-11-20T00:32:06.070573
5,32,5,end,31,7,32,4,4,1.0,1,8.0,2025-11-20T00:32:06.072763
5,32,5,end,31,8,32,4,4,0.999,1,8.0,2025-11-20T00:32:06.075023
5,32,5,end,31,9,32,4,4,1.0,1,8.0,2025-11-20T00:32:06.077354
5,32,5,end,31,10,32,4,4,0.999,1,8.0,2025-11-20T00:32:06.079550
6,64,8,middle,32,1,33,6,6,0.998,1,5.5,2025-11-20T00:32:06.083777
6,64,8,middle,32,2,33,6,6,0.994,1,5.5,2025-11-20T00:32:06.087128
6,64,8,middle,32,3,33,6,6,0.997,1,5.5,2025-11-20T00:32:06.090405
6,64,8,middle,32,4,33,6,6,0.999,1,5.5,2025-11-20T00:32:06.093776
6,64,8,middle,32,5,33,6,6,0.997,1,5.5,2025-11-20T00:32:06.096997
6,64,8,middle,32,6,33,6,6,0.996,1,5.5,2025-11-20T00:32:06.100164
6,64,8,middle,32,7,33,6,6,0.998,1,5.5,2025-11-20T00:32:06.103457
6,64,8,middle,32,8,33,6,6,0.997,1,5.5,2025-11-20T00:32:06.106756
6,64,8,middle,32,9,33,6,6,0.997,1,5.5,2025-11-20T00:32:06.110032
6,64,8,middle,32,10,33,6,6,0.997,1,5.5,2025-11-20T00:32:06.113330
6,64,8,end,63,1,64,6,6,0.997,1,10.666666666666666,2025-11-20T00:32:06.116612
6,64,8,end,63,2,64,6,6,0.999,1,10.666666666666666,2025-11-20T00:32:06.119661
6,64,8,end,63,3,64,6,6,0.997,1,10.666666666666666,2025-11-20T00:32:06.122896
6,64,8,end,63,4,64,6,6,0.998,1,10.666666666666666,2025-11-20T00:32:06.125991
6,64,8,end,63,5,64,6,6,0.996,1,10.666666666666666,2025-11-20T00:32:06.129791
6,64,8,end,63,6,64,6,6,0.998,1,10.666666666666666,2025-11-20T00:32:06.132799
6,64,8,end,63,7,64,6,6,0.997,1,10.666666666666666,2025-11-20T00:32:06.135827
6,64,8,end,63,8,64,6,6,0.999,1,10.666666666666666,2025-11-20T00:32:06.138937
6,64,8,end,63,9,64,6,6,0.99,1,10.666666666666666,2025-11-20T00:32:06.142050
6,64,8,end,63,10,64,6,6,0.995,1,10.666666666666666,2025-11-20T00:32:06.145163
7,128,11,middle,64,1,65,9,9,0.982,1,7.222222222222222,2025-11-20T00:32:06.151196
7,128,11,middle,64,2,65,9,9,0.989,1,7.222222222222222,2025-11-20T00:32:06.156240
7,128,11,middle,64,3,65,9,9,0.989,1,7.222222222222222,2025-11-20T00:32:06.161421
7,128,11,middle,64,4,65,9,9,0.992,1,7.222222222222222,2025-11-20T00:32:06.166343
